,0,1,2,3,4,5,6,7,8,9
174,AlbertinellusZiculi,Albertinellus,filius quondam Ziculi de Serra,M,,,DVIII_469,1181-02-07,2,"['DVIII_469', 'B02']"
175,Albertinucius,Albertinucius / Albertinutius,,M,,,CCCXLVIIII_311,1150-01-01,1,['CCCXLVIIII_311']
176,Albertinus,Albertinus,,M,,,L_78,1124-10-18,35,"['L_78', 'CCCXLVIIII_311', 'CCLXX_232', 'XXIIII_53', 'CCCI_263', 'CCLV_216', 'CCCXIIII_276', 'CCXXVII_188', 'CCCLXXIIII_336', 'CCCVIII_270', 'CCLVII_218', 'CCCXLV_307', 'LIIII_81', 'CCCCLXVII_429', 'CCCCXL_401', 'CCCXVI_278', 'CXXXIIII_151', 'CCLII_213', 'CXXXVI_153', 'XLVIII_76', 'XXXXVI_74', 'CCCCLXVIII_430', 'CXXXV_152', 'CCCCLXVIIII_431', 'CCCCLXX_432-1', 'CCCCLXX_432', 'CCLXVI_228', 'DVI_467', 'CCCCV_366', 'CCLXXXI_243', 'C03', 'C12', 'C24', 'G528', 'XXVII_56']"
177,Albertinus_arcarius,Albertinus,,M,arcarius,,LIIII_81,1219-05-01,1,['LIIII_81']
178,Albertinusmag,Albertinus,,M,magister,,CCLXXXI_243,1265-05-31,1,['CCLXXXI_243']
179,Albertinus_murator,Albertinus,,M,murator,,LIIII_81,1219-05-01,1,['LIIII_81']
180,Albertinus_notarius,Albertinus,,M,sacri palacii notarius,Attestato nel tra il 1237 e il 1272.,XXXXVI_74,1232-08-15,1,['XXXXVI_74']
181,AlbertinusAlbertisYsole,Albertinus,quondam Albertis ,M,dominus et consors castri Ysole,,CCCCXL_401,1230-04-30,1,['CCCCXL_401']
182,AlbertinusBernardiFal,Albertinus,quondam Bernardi,M,dominus de Falcinello,,CXXXIIII_151,1230-11-02,3,"['CXXXIIII_151', 'CXXXVI_153', 'CXXXV_152']"
183,AlbertinusBonensengna,Albertinus,de Bonensengna,M,,,LIIII_81,1219-05-01,1,['LIIII_81']
184,AlbertinusCaçanellus,Albertinus,Caçanellus,M,,,C03,1273-04-25,2,"['C03', 'G528']"
185,AlbertinusCasalina,Albertinus,de Casalina,M,,,C03,1273-04-25,1,['C03']
186,AlbertinusCasavetri,Albertinus,de Casavetri,M,,,C03,1273-04-25,2,"['C03', 'G528']"
187,AlbertinusCastellani,Albertinus,Castellani,M,,,C03,1273-04-25,2,"['C03', 'G528']"
188,AlbertinusCastronovo,Albertinus,de Castronovo,M,,,CCCXLV_307,1215-07-23,1,['CCCXLV_307']
189,AlbertinusCeolaschi,Albertinus,Ceolaschi / Ciolaschi,M,,,CCLXVI_228,1241-03-03,3,"['CCLXVI_228', 'C03', 'G528']"
190,AlbertinusÇognonus,Albertinus,Çognonus,M,,,C03,1273-04-25,2,"['C03', 'G528']"
191,AlbertinusCompagni,Albertinus,quondam Compagni,M,,,CCCXVI_278,1230-06-01,1,['CCCXVI_278']
192,AlbertinusCornachini,Albertinus,Cornachini,M,,,CCLII_213,1231-05-11,1,['CCLII_213']
193,AlbertinusConforti,Albertinus,filius Conforti notarii,M,,,CCCCLXVII_429,1225-09-16,5,"['CCCCLXVII_429', 'CCCCLXVIII_430', 'CCCCLXVIIII_431', 'CCCCLXX_432-1', 'CCCCLXX_432']"
194,AlbertinusConfortiTiv,Albertinus,filius Conforti quondam Bernardi de Tivenia,M,,,CCCCLXVIII_430,1235-06-16,4,"['CCCCLXVIII_430', 'CCCCLXVIIII_431', 'CCCCLXX_432-1', 'CCCCLXX_432']"
195,AlbertinusFasiolus,Albertinus,Fasiolus filius Gerardi,M,,,L_78,1124-10-18,1,['L_78']
196,AlbertinusDebioVegio,Albertinus,de Debio Vegio,M,,,C03,1273-04-25,1,['C03']
197,AlbertinusGerardini,Albertinus,quondam Gerardini Veroni de Soleria,M,,,CCXXVII_188,1189-05-01,1,['CCXXVII_188']
198,AlbertinusLinari,Albertinus,de Linari,M,,,XXIIII_53,1176-04-13,1,['XXIIII_53']
199,AlbertinusLombardi,Albertinus,Lombardi,M,,,DVI_467,1255-03-16,1,['DVI_467']
200,AlbertinusMonteFranzo,Albertinus,de Monte Franzo / de Monte Franco,M,,,CCLXX_232,1164-04-03,2,"['CCLXX_232', 'XXIIII_53']"
201,AlbertinusOrbagnano,Albertinus,de Orbagnano ,M,,,CCCI_263,1180-01-01,1,['CCCI_263']
202,AlbertinusPlebana,Albertinus,de Plebana,M,villanus,,C03,1273-04-25,2,"['C03', 'G528']"
203,AlbertinusPiçolo,Albertinus,de Piçolo,M,,,CCCXLVIIII_311,1150-01-01,1,['CCCXLVIIII_311']
204,AlbertinusRossa,Albertinus,de donna Rossa,M,,,CCCXLV_307,1215-07-23,1,['CCCXLV_307']
205,AlbertinusRuffus,Albertinus,Ruffus,M,,,C03,1273-04-25,2,"['C03', 'G528']"
206,AlbertinusSoleano,Albertinus,de Soleano,M,,,LIIII_81,1219-05-01,1,['LIIII_81']
207,AlbertinusSoleria,Albertinus,de Soleria,M,,,XLVIII_76,1232-08-15,1,['XLVIII_76']
208,AlbertinusViacava,Albertinus,de Viacava,M,,,C12,1273-04-25,1,['C12']
209,AlbertinusZogni,Albertinus,Zogni,M,,,XXVII_56,1285-01-01,1,['XXVII_56']
210,Albertoçcus,Albertoçcus,,M,,,CCCCXLVIII_409,1235-05-31,1,['CCCCXLVIII_409']
211,AlbertoldaCertiola,Albertolda,de Certiola,F,,,CCCLXXV_337,1199-01-01,1,['CCCLXXV_337']
212,Albertonus,Albertonus,,M,,,CCCXLVIIII_311,1150-01-01,7,"['CCCXLVIIII_311', 'CCCLXXV_337', 'CCCCLIII_414', 'CCLXVI_228', 'C03', 'C24', 'G528']"
213,AlbertonusGuidonis,Albertonus,quondam Guidonis,M,,,CCCCLIII_414,1234-11-29,2,"['CCCCLIII_414', 'CCLXVI_228']"
214,AlbertonusSorgnano,Albertonus,de Sorgnano,M,,,G528,1275-05-01,1,['G528']
215,Albertucius,Albertucius,,M,,,CCCCXXXV_396,1257-01-23,9,"['CCCCXXXV_396', 'XXXVII_66', 'XXXVI_65', 'XXXVIIII_68', 'C03', 'G528', 'LI_LII_79', 'C04', 'B02']"
216,Albertucius_cons,Albertucius,,M,consiliarius Sarzane,,XXXVII_66,1259-06-04,3,"['XXXVII_66', 'XXXVI_65', 'XXXVIIII_68']"
217,AlbertuciusBelloni,Albertucius,quondam Belloni,M,,,C03,1273-04-25,2,"['C03', 'G528']"
218,AlbertuciusCastilioni,Albertucius,Castilioni,M,,,LI_LII_79,1278-09-03,1,['LI_LII_79']
219,AlbertuciusRobichii,Albertucius,Robichii,M,,,LI_LII_79,1278-09-03,1,['LI_LII_79']
220,AlbertuciusMercadelli,Albertucius,Mercadelli,M,,,LI_LII_79,1278-09-03,1,['LI_LII_79']
221,AlbertuciusVillano,Albertucius,de Villano,M,,,C04,1279-12-12,1,['C04']
222,Albertus,Albertus,,M,,,CCCXXIIII_286,1070-03-08,122,"['CCCXXIIII_286', 'CCXXVI_187', 'CCXXV_186', 'CCXXIII_184', 'L_78', 'CXXXI_148', 'LVIIII_86', 'CCCLXX_332', 'CCCXLVIIII_311', 'CCXXXVI_197', 'XXIIII_53', 'CXL_157', 'CCCXXV_287', 'XVI_45', 'CCCI_263', 'CCLXII_223', 'LXXXXI_108', 'DXXVII_488', 'DXXXI_492', 'CCXXVIIII_190', 'DXXXXI_502', 'DXXXV_496', 'LXXXVII_104', 'CCCLXXXX_351', 'CCCCLXXXXI_452', 'CXLVI_164', 'LXV_92', 'CCCLXXV_337', 'XXV_54', 'CCCLXVI_328', 'LXII_89', 'CCCXLVI_308', 'CCLXIIIIbis_226', 'LXXXX_107', 'DXXXVIIII_500', 'LVI_83', 'LXIIII_91', 'DXXXX_501', 'CCCCLVI_417', 'LXXXXIIII_111', 'CCCCLXII_423', 'CCCCXXXVIII_399', 'LXXXVIII_105', 'DXXVIIII_490', 'CI_118', 'CCXXXIII_194', 'CCCXLV_307', 'CCCXXVII_289', 'LIII_80', 'LIIII_81', 'CCCCLXXIII_435', 'CCCCLXXXIII_435', 'C09', 'CIV_121', 'CCCCLXVII_429', 'C08', 'CCCCXIII_374', 'LXXXXVII_114', 'CCCCLXXVIII_440', 'CCCCXL_401', 'CCCXVI_278', 'CCCCXXXVII_398', 'CCCCXXXXII_403', 'CXXXIIII_151', 'CXIIII_131', 'XXXXVI_74', 'CCLIIII_215', 'CXLI_158', 'XXVI_55', 'CCCCXXXVIIII_400', 'CCCLVIIII_321', 'CCCCXLVIII_409', 'CCCCLV_416', 'CCCCXXXXIII_404', 'CCLXXI_233', 'CCLXXII_234', 'CCLXXIIII_236', 'CCLXXIII_235', 'LXXVIIII_96', 'CCCCLXXVIIII_441', 'CCCXLI_303', 'CCCLXXXI_343', 'CCCCLXXXVeCCCCLXXXVI_447', 'CCLXXXVIIII_251', 'CCCXV_277', 'CCLXXXXVIIII_261', 'XXXVII_66', 'CXLII_160', 'XXXVIIII_68', 'CCXXX_191', 'CCXXXII_193', 'CCXXXI_192', 'LX_87', 'LXXXXII_109', 'CLXIIII_522', 'CLXVI_524', 'C03', 'C06', 'C12', 'C24', 'G528', 'C21', 'CCCCLXXXVII_448', 'LXXXI_98', 'CCXLVI_207', 'LI_LII_79', 'DXXII_483', 'DXXI_482', 'CCXLVII_208', 'DXXIII_484', 'CCCCIII_364', 'CCCCII_363', 'XXVII_56', 'XXVIIII_58', 'XXXII_61', 'XXXIII_62', 'XXXIIII_63', 'A01', 'DLVI_519', 'B02', 'D27', 'XXXI_60']"
223,Albertus_baratterius,Albertus,,M,baratterius / baraterius,,C03,1273-04-25,2,"['C03', 'G528']"
224,Albertuscan,Albertus,,M,capellanus,,LXXXVIII_105,1206-03-31,5,"['LXXXVIII_105', 'LXXXXVII_114', 'CCCXVI_278', 'CXXXIIII_151', 'CXLII_160']"
225,Albertus_cardinalis,Albertus,,M,Sancte Romane ecclesie presbyter cardinalis et cancellarius,"Alberto de Morra, cardinale diacono di S. Adriano nel 1155; cancelliere della
              Santa Sede dal febbraio 1178; eletto pontefice (Gregorio VIII) nel 1187 morì nel
              dicembre di quello stesso anno (",XVI_45,1179-04-25,1,['XVI_45']
226,AlbertusParmascri,Albertus,de Parma,M,cappellanus Sancti Martini,,CCCCLXXXVII_448,1277-01-18,1,['CCCCLXXXVII_448']
227,AlbertusVirsilia_canonicus,Albertus,de Virsilia,M,canonicus Lunensis,,XXXXVI_74,1232-08-15,1,['XXXXVI_74']
228,Albertuscapp,Albertus,,M,cappellanus ecclesie castri Sarzane,,CCCCLXVII_429,1225-09-16,1,['CCCCLXVII_429']
229,Albertuscons,Albertus,,M,consul,,CCLXXXXVIIII_261,1259-02-11,1,['CCLXXXXVIIII_261']
230,Albertus_cunçator,Albertus,,M,cunçator,,LIIII_81,1219-05-01,1,['LIIII_81']
231,Albertus_conciator,Albertus,de Sarzana,M,conciator,,C03,1273-04-25,3,"['C03', 'G528', 'XXVII_56']"
232,Albertus_corbellarius,Albertus,,M,corbellarius,,LIIII_81,1219-05-01,1,['LIIII_81']
233,Albertus_gramaticus,Albertus,,M,doctor gramatice,,LX_87,1269-11-05,1,['LX_87']
234,Albertus_dyaconus,Albertus,,M,Lunensis canonicus,,LVI_83,1201-06-04,1,['LVI_83']
235,AlbertusEpLuni,Albertus,,M,episcopus Lunensis,"Alberto, vescovo di Luni, di cui non esistono testimonianze dirette; viene detto
              successore di Gottifredo II (1129-1156) in un documento del ",CXL_157,1178-01-01,6,"['CXL_157', 'CCCXXV_287', 'DXXVII_488', 'DXXXI_492', 'CI_118', 'CCCXVI_278']"
236,Albertus_magister,Albertus,,M,magister,,CXLI_158,1233-06-26,2,"['CXLI_158', 'LI_LII_79']"
237,Albertus_munitor,Albertus,,M,munitor,,LX_87,1269-11-05,1,['LX_87']
238,Albertusmarchio,Albertus,,M,marchio,"Alberto / Adelberto, III marchese di questo nome della stirpe obertenga, figlio di
              Alberto/Adelberto II è attestato dal 1033 (",CCXXIII_184,1084-06,2,"['CCXXIII_184', 'CCXLVII_208']"
239,Albertusnot,Albertus,,M,notarius invictissimi Frederici imperatoris,Attestato dal 1180 al 1200.,CCLXII_223,1180-12-06,3,"['CCLXII_223', 'CCXXVIIII_190', 'CCLXIIIIbis_226']"
240,Albertuspres,Albertus,,M,presbiter,,DXXVII_488,1181-04-16,5,"['DXXVII_488', 'C09', 'CCCCXXXXII_403', 'CXXXIIII_151', 'CCCXV_277']"
241,AlbertuspresSM,Albertus,,M,cappellanus Sancti Martini,,CCCCXXXXII_403,1230-07-21,1,['CCCCXXXXII_403']
242,Albertusvic,Albertus,,M,nobilis,,DXXXXI_502,1186-11-12,4,"['DXXXXI_502', 'XXXXVI_74', 'CCCCXXXVIIII_400', 'CCCCXLVIII_409']"
243,AlbertusAccarii,Albertus,Accarii de Parma,M,dominus,,CCCCLXXXVeCCCCLXXXVI_447,1254-11-17,1,['CCCCLXXXVeCCCCLXXXVI_447']
244,AlbertusAccolini,Albertus,filius quondam Accolini Frandaloni,M,,,XXVII_56,1285-01-01,1,['XXVII_56']
245,AlbertusAlbini,Albertus,filius Albini,M,,,CCXXVI_187,1078-06-14,2,"['CCXXVI_187', 'CCXXV_186']"
246,AlbertusAmati,Albertus,Amati,M,,,C03,1273-04-25,2,"['C03', 'G528']"
247,AlbertusAmelia,Albertus,de Amelia,M,,,CCCXXIIII_286,1070-03-08,1,['CCCXXIIII_286']
248,AlbertusBaloni,Albertus,de Baloni,M,,,XXXI_60,none,1,['XXXI_60']
249,AlbertusBardini,Albertus,Bardini,M,,,LI_LII_79,1278-09-03,1,['LI_LII_79']
250,AlbertusBarendini,Albertus,quondam Barendini,M,,,CCCLXVI_328,1199-11-30,1,['CCCLXVI_328']
251,AlbertusBellonis,Albertus,Bellonis / filius Belloni,M,,,CXXXI_148,1140-02,2,"['CXXXI_148', 'LVIIII_86']"
252,AlbertusBenedicti,Albertus,quondam Benedicti,M,,,CCCXVI_278,1230-06-01,3,"['CCCXVI_278', 'C03', 'G528']"
253,AlbertusBenvenuti,Albertus,quondam Benvenuti de castro Sarzane,M,,,DXXI_482,1279-02-21,1,['DXXI_482']
254,AlbertusBivilino,Albertus,de Bivilino,M,,,C03,1273-04-25,2,"['C03', 'G528']"
255,AlbertusBifianus,Albertus,Bifianus,M,,,C03,1273-04-25,2,"['C03', 'G528']"
256,AlbertusBlancus,Albertus,Blancus quondam Ferrantis,M,,,C03,1273-04-25,2,"['C03', 'G528']"
257,AlbertusBoctus,Albertus,Boctus,M,,,C03,1273-04-25,1,['C03']
258,AlbertusBoe,Albertus,Boe,M,,,LIIII_81,1219-05-01,1,['LIIII_81']
259,AlbertusBoccadecani,Albertus,Boccadecani,M,,,XXVII_56,1285-01-01,1,['XXVII_56']
260,AlbertusBolano,Albertus,frater Bolanetus de Bolano,M,,,CCCCXXXVII_398,1230-06-20,1,['CCCCXXXVII_398']
261,AlbertusBonavite,Albertus,quondam Bonavite de Fracta,M,,,XXVII_56,1285-01-01,2,"['XXVII_56', 'XXVIIII_58']"
262,AlbertusÇambrina,Albertus,de Çambrina,M,,,C03,1273-04-25,2,"['C03', 'G528']"
263,AlbertusCassani,Albertus,magistri Cassani,M,,,LI_LII_79,1278-09-03,1,['LI_LII_79']
264,AlbertusCalvo,Albertus,de Calvo ,M,,,CCCCXIII_374,1227-03-14,1,['CCCCXIII_374']
265,AlbertusColmezano,Albertus,de Colmezano ,M,,,C12,1273-04-25,1,['C12']
266,AlbertusComes,Albertus,dictus Comes de Falcinello filius quondam Gerardini de Carpina,M,,,DLVI_519,1289-02-14,1,['DLVI_519']
267,AlbertusCorneta,Albertus,de Corneta,M,,,C03,1273-04-25,2,"['C03', 'G528']"
268,AlbertusCruce,Albertus,de Cruce ,M,,,CCCI_263,1180-01-01,1,['CCCI_263']
269,AlbertusCuslia,Albertus,de Cuslia ,M,,,C03,1273-04-25,2,"['C03', 'G528']"
270,AlbertusDivicia,Albertus,"de Divicia, filius Vivaldi de Grossula",M,,,C03,1273-04-25,3,"['C03', 'G528', 'XXVII_56']"
271,AlbertusEngolino,Albertus,quondam Engolino de Miselia,M,,,G528,1275-05-01,1,['G528']
272,AlbertusFassarino,Albertus,de Fassarino,M,,,CCCCLXXXXI_452,1196-02-05,1,['CCCCLXXXXI_452']
273,AlbertusFerri,Albertus,quondam Ferri de Lacala ,M,,,C03,1273-04-25,5,"['C03', 'C24', 'G528', 'CCCCIII_364', 'XXVII_56']"
274,AlbertusFieschi,Albertus,de Flisco,M,Lavanie comes,"Figlio forse primogenito di Tedisio e quindi nipote di papa Innocenzo IV.
              Bibliografia: ",CCCCLXXXVeCCCCLXXXVI_447,1254-11-17,1,['CCCCLXXXVeCCCCLXXXVI_447']
275,AlbertusFerricimti,Albertus,Ferricimti / Ferricincti,M,,,C03,1273-04-25,3,"['C03', 'G528', 'XXVII_56']"
276,AlbertusFormicoso,Albertus,de Formicoso ,M,,,CCCLXX_332,1144-03-23,1,['CCCLXX_332']
277,AlbertusFosdenova_canonicus,Albertus,de Fosdenova ,M,magister,,XXXVII_66,1259-06-04,2,"['XXXVII_66', 'XXXVIIII_68']"
278,AlbertusFrandaloni,Albertus,Frandaloni / de Frandalonibus,M,,,XXVII_56,1285-01-01,2,"['XXVII_56', 'D27']"
279,AlbertusFrederici,Albertus,"filio Frederici de Carraria / quondam Frederici de Lapadule de
                Carraria",M,"potestas atque castaldio curie Amelie atque Barbacani / sindicus atque
              procurator episcopi ",,CXLVI_164,1198-02-11,4,"['CXLVI_164', 'XXXII_61', 'XXXIII_62', 'XXXIIII_63']"
280,AlbertusFurno,Albertus,de Furno,M,,,XXIIII_53,1176-04-13,1,['XXIIII_53']
281,AlbertusGandulphini,Albertus,quondam Gandulphini / de Gandulfino,M,,,CCCXLV_307,1215-07-23,2,"['CCCXLV_307', 'CCCXXVII_289']"
282,AlbertusGabiano,Albertus,frater Henrici,M,vicedominus in Gabiano,,CCCCLXXXXI_452,1196-02-05,1,['CCCCLXXXXI_452']
283,AlbertusGavi,Albertus,,M,marchio de Gavi,"Alberto di Gavi, morto tra il 1211 e il 1220 come da voce anonima in Dizionario
              Biografico degli Italiani, 1 (1960), Roma.",DXXVIIII_490,1206-07-22,1,['DXXVIIII_490']
284,AlbertusGerardi,Albertus,quondam Gerardi,M,vicedominus episcopi,,CCCXXIIII_286,1070-03-08,7,"['CCCXXIIII_286', 'CCXXXIII_194', 'CCCXVI_278', 'CXXXIIII_151', 'CCCLVIIII_321', 'CCCCXXXXIII_404', 'XXVII_56']"
285,AlbertusGerardi2,Albertus,quondam Gerardi,M,,,XXVII_56,1285-01-01,1,['XXVII_56']
286,AlbertusGerardiCarr,Albertus,filius Gerardi de Carraria,M,,,CCCXXIIII_286,1070-03-08,1,['CCCXXIIII_286']
287,AlbertusGombus,Albertus,Gombus,M,,,CCCCLXXVIII_440,1229-05-22,1,['CCCCLXXVIII_440']
288,AlbertusGrendola,Albertus,de Grendola,M,domini pape scriptor,,LXXXI_98,1277-05-13,1,['LXXXI_98']
289,AlbertusGuidonis,Albertus,quondam domini Guidonis,M,,,CCLXXI_233,1243-03-15,1,['CCLXXI_233']
290,AlbertusGuilielma,Albertus,de Guilielma,M,,,LXXXVII_104,1193-11-05,3,"['LXXXVII_104', 'CCCCXXXVIII_399', 'LIII_80']"
291,AlbertusGuilielmiBurçono,Albertus,filius quondam Guilielmi de Burçono,M,,,C03,1273-04-25,1,['C03']
292,AlbertusGuilielmini,Albertus,quondam Guilielmini de Lune ,M,,,CCCI_263,1180-01-01,1,['CCCI_263']
293,AlbertusGumbo,Albertus,Gumbo,M,,,CCCCLVI_417,1202-06-04,2,"['CCCCLVI_417', 'LXXXXIIII_111']"
294,AlbertusIacopi,Albertus,Iacopi,M,,,LI_LII_79,1278-09-03,1,['LI_LII_79']
295,AlbertusIovello,Albertus,de Iovello,M,,,C06,1273-04-25,1,['C06']
296,AlbertusIordani,Albertus,Iordani de Aldebertis,M,,,CCCCXXXVII_398,1230-06-20,1,['CCCCXXXVII_398']
297,AlbertusMalaspina1,Albertus,Malaspina,M,marchio,"Alberto marchese Malaspina, figlio di Opizzo I, attestato la prima volta nel 1180,
              morto prima del 1206. Si veda ",DXXXVIIII_500,1201-02-23,5,"['DXXXVIIII_500', 'DXXXX_501', 'CCCCLVI_417', 'CCCCLXII_423', 'DXXVIIII_490']"
298,AlbertusMalaspina,Albertus,filius quondam domini Opiçoni marchionis Malaspine,M,,"Alberto marchese Malaspina, figlio di Opizzino capostipite dello Spino Fiorito,
              fratello di Bernabò e Isnardo; è attestato dal 1255 (",L_78,1124-10-18,13,"['L_78', 'DXXXVIIII_500', 'DXXXX_501', 'CCCCLVI_417', 'CCCCLXII_423', 'DXXVIIII_490', 'CCXXX_191', 'CCXXXII_193', 'CCXXXI_192', 'CCXLVI_207', 'DXXIII_484', 'B02', 'D27']"
299,AlbertusMalaspina3,Albertus,"quondam domini Conradi Malaspina, frater Monruelli",M,marchio,"Alberto marchese Malaspina, figlio di Corrado l’Antico, attestato dal 1266 (",DXXIII_484,1281-05-06,2,"['DXXIII_484', 'D27']"
300,AlbertusMalaspina4,Albertus,Malaspina,M,marchio,"Alberto detto Malaspina, marchese, figlio di Opizzo II del casato Obertengo, primo
              della stirpe a essere connotato dal nome Malaspina. Attestato dal 1084 al 1137, già
              morto nel 1141 (",L_78,1124-10-18,1,['L_78']
301,AlbertusMalnepote,Albertus,de Malnepote,M,potestas de Pontremulo,,LXXXX_107,1200-03-15,1,['LXXXX_107']
302,AlbertusMalvicinus,Albertus,Malvicinus,M,vicarius Lunisiane pro communi Pisano,"Attestato come vicario nella provincia di Lunigiana per il Comune di Pisa il 5 e 7
              novembre 1253.",CCCXLI_303,1253-11-07,1,['CCCXLI_303']
303,AlbertusMartini,Albertus,Martini,M,,,LXXXXI_108,1181-03-08,7,"['LXXXXI_108', 'LXXXXIIII_111', 'LXXXXII_109', 'CLXIIII_522', 'CLXVI_524', 'A01', 'B02']"
304,AlbertusMartiniCyc,Albertus,"de Cycirano / de Cyzerana / de Cisirano, filius quondam Martini / de
                Cisirano, habitator Sarzane, filius quondam Martini",M,,,LXXXXI_108,1181-03-08,5,"['LXXXXI_108', 'LXXXXIIII_111', 'LXXXXII_109', 'A01', 'B02']"
305,AlbertusMascardi,Albertus,dictus Mascardus de Trebiano,M,,,CCLXXXVIIII_251,1255-05-05,2,"['CCLXXXVIIII_251', 'CCCCII_363']"
306,AlbertusNobelini,Albertus,quondam Nobelini / de Nobellino / de Nobilino,M,,,CI_118,1212-04-03,5,"['CI_118', 'XXVI_55', 'C03', 'G528', 'XXVII_56']"
307,AlbertusNozardi,Albertus,Nozardi,M,,,CCCCLXXVIIII_441,1252-10-06,1,['CCCCLXXVIIII_441']
308,AlbertusParentini,Albertus,quondam Parentini de castro Sarzane / de Balzano,M,,,CCLXXIIII_236,1244-12-21,2,"['CCLXXIIII_236', 'CCLXXIII_235']"
309,AlbertusParentis,Albertus,quondam Parentis,M,arbiter,,LXV_92,1198-08-16,4,"['LXV_92', 'CCCLXVI_328', 'LXII_89', 'LXXXX_107']"
310,AlbertusPassarini,Albertus,quondam Passarini / de Passarino de Sarzana,M,,,CCCLXXXX_351,1195-12-24,5,"['CCCLXXXX_351', 'XXV_54', 'CCCCLXXIII_435', 'CCCCLXXXIII_435', 'CIV_121']"
311,AlbertusPicus,Albertus,Picus,M,,,C03,1273-04-25,2,"['C03', 'G528']"
312,AlbertusPizo,Albertus,de Pizo,M,,,XXVI_55,1235-01-01,4,"['XXVI_55', 'C03', 'G528', 'XXVII_56']"
313,AlbertusPorreto,Albertus,de Porreto,M,,,CCCCLV_416,1236-08-26,1,['CCCCLV_416']
314,AlbertusPorta,Albertus,de Porta,M,,,C03,1273-04-25,1,['C03']
315,AlbertusRossi,Albertus,Rossi de castro Sarzane,M,capitaneus Brine,,DXXII_483,1279-02-21,1,['DXXII_483']
316,AlbertusScala,Albertus,de Scala,M,,,CCCCLXXXXI_452,1196-02-05,1,['CCCCLXXXXI_452']
317,AlbertusRainerio,Albertus,de Rainerio,M,,,CCLIIII_215,1232-09-10,1,['CCLIIII_215']
318,AlbertusRocha,Albertus,de Rocha / de Rocca,M,canonicus Lunensis,,LXIIII_91,1201-06-24,3,"['LXIIII_91', 'LXXXVIII_105', 'C08']"
319,AlbertusRubei,Albertus,filius Rubei,M,,,XXVII_56,1285-01-01,1,['XXVII_56']
320,AlbertusRudolfini,Albertus,de Carraria filius quondam Rodulfini,M,,,CXIIII_131,1232-08-14,1,['CXIIII_131']
321,AlbertusRuffusmarchio,Albertus,"qui dicor Ruffus, filius quondam Alberti marchionis",M,marchio,"Alberto Rufo, IV marchese di questo nome della stipe obertenga, figlio di Alberto
              III. Nel 1080 risulta sposato a Iolicta, figlia di Uberto conte di Parma (",CCXXIII_184,1084-06,3,"['CCXXIII_184', 'L_78', 'B02']"
322,AlbertusScocia,Albertus,Scocia,M,,,LIIII_81,1219-05-01,1,['LIIII_81']
323,AlbertusTivegna,Albertus,de Tivegna,M,,,none,none,0,[]
324,AlbertusTorrigio,Albertus,de Torrigio,M,,,C03,1273-04-25,2,"['C03', 'G528']"
325,AlbertusUbaldi,Albertus,quondam Ubaldi,M,vicedominus episcopi,,CCCCXXXXIII_404,1237-01-30,5,"['CCCCXXXXIII_404', 'CCLXXI_233', 'CCLXXII_234', 'CCLXXIIII_236', 'CCLXXIII_235']"
326,AlbertusUbaldiParente,Albertus,filius quondam Ubaldi de Parente,M,,,CCLXXII_234,1244-11-19,3,"['CCLXXII_234', 'CCLXXIIII_236', 'CCLXXIII_235']"
327,AlbertusUbaldiValechia,Albertus,quondam Ubaldi de Valechia,M,,,CCLXXI_233,1243-03-15,1,['CCLXXI_233']
328,AlbertusUbertini,Albertus,Ubertini,M,ferrarius,,LI_LII_79,1278-09-03,1,['LI_LII_79']
329,AlbertusUgolini,Albertus,Ugolini de Pizo,M,,,LXXVIIII_96,1250-01-25,1,['LXXVIIII_96']
330,AlbertusVallechia_canonicus,Albertus,de Vallechia,M,canonicus Lunensis,,XXXVII_66,1259-06-04,2,"['XXXVII_66', 'XXXVIIII_68']"
331,AlbertusValle,Albertus,de Valle / de la Valle,M,,,CCXXIII_184,1084-06,9,"['CCXXIII_184', 'CCCXLVIIII_311', 'CCCLXXV_337', 'CCCXLVI_308', 'XXXVII_66', 'XXXVIIII_68', 'C03', 'C24', 'G528']"
332,AlbertusValle2,Albertus,de Valle,M,,,CCCXLVIIII_311,1150-01-01,1,['CCCXLVIIII_311']
333,AlbertusValleStephani,Albertus,de Valle Stephani,M,,,CCCLXXV_337,1199-01-01,4,"['CCCLXXV_337', 'C03', 'C24', 'G528']"
334,AlbertusValporcara,Albertus,de Valporcara,M,,,CCCCXIII_374,1227-03-14,1,['CCCCXIII_374']
335,AlbertusYlice_notarius,Albertus,de Ylice,,notarius,,XXXIIII_63,1286-03-19,1,['XXXIIII_63']
336,Albianinus,Albianinus,,M,,,CCCCXXVIIII_390,1266-06-13,2,"['CCCCXXVIIII_390', 'CCCCXXVIII_389']"
337,AlbizellusVeçale,Albizellus,de Veçale,M,,,CCCLV_317,1269-04-23,1,['CCCLV_317']
338,Albizi,Albizi,de Cazano,M,,,CCCI_263,1180-01-01,1,['CCCI_263']
339,AlbithusBacano,Albithus,de Bacano,M,,,X_39,1183-02-06,1,['X_39']
340,AlçadellusAraldi,Alçadellus / Alzadellus,quondam Araldi,M,operarius de curte Sarzane,,CI_118,1212-04-03,1,['CI_118']
341,AlçadellusSarzane,Alçadellus / Alzadellus,de castro Sarzane,M,,,CCCVII_269,1214-03-20,1,['CCCVII_269']
342,Alcardus,Alcardus,,M,,,C03,1273-04-25,1,['C03']
